Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,phase,img_name
0.9810873372607135,0.8307806933805211,0.9773371382380678,0.8475012999914627,0.9586865730137539,0.8474531809044835,0.9360996460458793,0.8644687109517489,0.0,0.0,0.9925142990116229,0.8476487617096247,1.0,0.8688397867237887,0.9887053117613197,0.8603553051293393,0.9812318583203713,0.8983305781275467,0.9737755514458228,0.8983119513841998,0.977354284804468,0.9533322467733047,0.9773812294088109,0.9873291578383664,0.9924285661796225,0.8982700412116696,0.9924996019547085,0.949074483689958,0.9961836642212397,0.9915403540633465,0.9774767602787542,0.8306534106343181,0.9811730700927138,0.8305695902892577,0.9736849195948512,0.8306316794337469,0.984982057343017,0.8307015297212973,0.9924628593124225,0.9999922388569388,0.9961469215789537,1.0,0.9999118176585138,0.9998727172537971,0.0,0.0,0.0,0.0,0.9774914573356686,0.9957003267441228,right,frame_0054
0.9546676476414162,0.20034749412685895,0.9127875718045226,0.0019577133907588387,0.827414471264042,0.0018842991386059595,0.7390701491270275,0.13310003915426744,0.6945584198760569,0.3333251761942058,0.9550072158238778,0.0030833985904453747,0.8255468462605061,0.26774177760375895,0.7382778233679503,0.3991288175411114,0.6092136166841171,0.06996378230226977,0.5644755086448404,0.06695379796397727,0.1745097484365724,0.2696505481597501,0.04414386371996959,0.6006998825371976,0.6938792835111353,0.13429913860610687,0.4343077053680077,0.5335992560689119,0.1744248563909562,0.7362225920125292,1.0,0.13258613938919186,0.9980757802993856,0.06903386844165939,0.9569314355244907,0.0,0.9118537593027539,0.06619518402505785,0.21735193412377235,1.0,0.21859701745946505,0.9353954581049339,0.130846939641756,0.7357086922474563,0.044030674325815713,0.8019038762725141,0.0019525170491520904,0.7343627642913084,0.0,0.6017766249021138,right,frame_0057
0.9775948704623391,0.4772592444825163,0.8654264916319293,0.5163624178749914,0.8654740686792978,0.5163102646645049,0.8316577673189601,0.6194640996856465,0.7981379075614567,0.7189346142161829,0.837367013003173,0.5056905671792024,0.0,0.0,0.0,0.0,0.7923225284638835,0.7083305626940263,0.7979805373278535,0.7118665503650073,0.8316504477732112,0.8470789638721673,0.8540665566294955,0.9999608850921352,0.7980390936938453,0.7084061848492317,0.8373779923217965,0.8471050404774105,0.0,0.0,0.9664947793339944,0.46651437929204626,1.0,0.46649873332890035,0.9271997979805373,0.45945804991323014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8654228318590549,1.0,right,frame_0059
0.5768306213017751,0.006803547564087049,0.5735946745562123,0.06762240311019403,0.4271449704142027,0.06740371765277606,0.2891087278106503,0.13473454015308037,0.42705251479289824,0.20211395942169827,0.8533653846153867,0.06781679018345387,1.0,0.13898675738063426,0.8506841715976351,0.20269712064147774,0.4293639053254424,0.3352205078362283,0.29437869822485413,0.3354148949094881,0.28346893491124403,0.5341027821649854,0.006194526627217436,0.8675495079577212,0.43565088757396425,0.3353419997570164,0.2902181952662727,0.5993196452435912,0.1453402366863923,0.932037419511604,0.5725776627218943,0.002308346494958371,0.7104289940828379,0.003644757623618977,0.43713017751479416,0.0,0.8552144970414189,0.003255983477099332,0.43084319526627224,0.9973271777426815,0.2906804733727794,0.9986392904871839,0.008783284023669732,1.0,0.1498705621301761,0.8657514275300692,0.14885355029585812,0.8662130968290606,0.0,0.9998056129267402,right,frame_0061
0.9998827010048614,0.9157963119320526,0.9969002654432816,0.9212401253773465,0.9967373501722557,0.9160854663289343,0.9965396796434111,0.9366771147788738,0.9966482898240949,0.9421652652316898,0.9999022508373845,0.9212381976813672,0.9999739335566359,0.9419975556814983,1.0,0.9422423730708581,0.9934356006794653,0.9525632573435577,0.993350884738532,0.9476360664206926,0.9867169749023594,0.9736368297883004,0.9766379501348939,0.9945581142506853,0.993505111195103,0.9526596421425184,0.9868103796577476,0.9788840182437147,0.9767769711661692,0.9945870296903734,0.9998827010048614,0.9107496038584763,0.9999239728735213,0.915755830316489,0.9969632593480783,0.9106204482278689,0.999858806765111,0.9209798864201528,0.0,0.0,0.0,0.0,0.9766727053927127,0.9948453409515877,0.9735034603203566,1.0,0.9735186657456523,0.9998843382412472,0.973453499637242,0.9998901213291848,middle,frame_0062
0.9794212578233155,0.9052821910625682,0.9794366827214147,0.8999599045419673,0.9793325646592447,0.8948959252990775,0.9645381592697851,0.9105350815981126,0.9646538460055298,0.9105948392519114,0.9822420860632188,0.8949055636303355,0.982332707339552,0.9263554385247956,0.979324852210195,0.931457971092717,0.9794366827214147,0.9525948315412464,0.979409689149741,0.9526410955312843,0.9911596052768575,0.9840601277657192,0.9971039753818626,0.9946796411456507,0.9822266611651196,0.95262374653502,0.9942002383146756,0.9893053076362571,0.9970384195649405,0.9947278328019401,0.9823346354518145,0.8896449624297849,0.9793171397611454,0.8895562897822124,0.9851863134879165,0.8791719516849732,0.9794424670582019,0.884386288895486,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9999961437754751,0.9999402423462014,middle,frame_0064
0.9831473081872358,0.9077166846482446,0.9802396575798783,0.9133042443158973,0.9747182243800935,0.9131031956780515,0.9718361275131646,0.9241031439229566,0.971958420413788,0.9347607123093522,0.9887180236007046,0.9236711879386743,0.9941500187089886,0.9346313245721248,0.9915946446661128,0.9351130450707253,0.985936316428317,0.9401731008866046,0.9803217946026849,0.9350453653312526,0.9941993009226725,0.9674062337021215,0.9970047365683152,0.9838225516854245,0.9913464083305193,0.9402407806260775,0.9944621393956539,0.967396280799258,0.9970485429804786,0.9784022007858812,0.9831217544468072,0.9023480888435922,0.983185638797879,0.902437664969365,0.9776222244531042,0.9023520700047376,0.9886431876465916,0.918404111743231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9998996103054584,0.994599554906184,0.9999215135115402,0.9999343108411,middle,frame_0065
0.923702836979682,0.7191407550940083,0.9337819938957035,0.8555315026189106,0.8835576636145185,0.8720139877077719,0.8855941742185087,1.0,0.0,0.0,1.0,0.8389975476096764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9117193594153279,0.6985013170244331,0.9357766225335449,0.69026158830119,0.8996848382047296,0.7192724575373157,0.967901399381194,0.706777377456175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,frame_0066
0.9664113270176589,0.7469482857156813,0.9766243501839492,0.7557098034235211,0.966291451890397,0.7514422067105964,0.945740465284332,0.7692501827690694,0.0,0.0,0.9844500010974483,0.7556756105463859,1.0,0.7869018485320672,0.9947964064475934,0.7868171804553514,0.9819106744579872,0.8446796697293715,0.9741728194123417,0.8446422203877472,0.9715659574899161,0.9200733355802938,0.9740900886907105,0.9777876557200612,0.9896367108291139,0.8447252602322185,0.9921878561430937,0.9157471225065658,0.9947727690985559,0.9778853496547334,0.9688898719024519,0.7424250565403646,0.9689574071854165,0.7379864954417638,0.9689168860156377,0.7379930083707419,0.9767121460518029,0.7335479343431629,0.9870534862557258,0.9911293907317764,0.992206428345909,1.0,0.9973475517615734,0.9823581036304694,0.9689557188033423,0.9911456730542216,0.9637926464207144,0.9911635836089117,0.9741491820633043,0.9778804649579996,left,frame_0067
0.5790720021964455,0.02123244929797193,0.5762578076738281,0.08574882995319791,0.31446907817969777,0.08537441497659891,0.15718305992175266,0.19191107644305755,0.3154643420962348,0.10624804992199681,0.787871507996431,0.10661466458658354,1.0,0.2128081123244927,0.9455350401537509,0.1914976599063959,0.47226988811860887,0.46766770670826846,0.2637792573272044,0.4469968798751948,0.2097947697165226,0.7235257410296411,0.10439975289999277,0.9363104524180961,0.5790376827510467,0.468073322932917,0.6289038369139968,0.7231825273010916,0.6825451300706987,0.9156162246489861,0.5778365021621248,0.0006318252730109027,0.6300020591667262,0.0,0.5249845562495712,3.120124804995319e-05,0.6828196856338811,0.00020280811232426275,0.7350538815292762,0.9787363494539781,0.8404145789004073,0.979251170046802,0.6833001578694483,0.9368018720748826,0.1572173793671514,1.0,0.0,0.9794461778471135,0.1041251973368142,0.9574960998439935,left,frame_0068
0.12568328302194703,0.003506130350613554,0.12286856490168528,0.057775865777587004,0.0,0.057023015702301845,0.06074080117483753,0.23467412346741284,0.18679122134290665,0.3536029253602931,0.18454760544994642,0.057044525704452266,0.19001386962551825,0.1205635620563567,0.24683854124173682,0.2926005592600564,0.2469609202904472,0.35347386534738695,0.18866770008974482,0.40983007098300656,0.49869462348045884,0.5885781888578191,0.9388920616790404,0.9968165196816512,0.24912295015093386,0.2954828995482897,0.5016317206494264,0.5856528285652824,0.9379946153218581,0.9387610238761015,0.12278697886921622,0.0,0.1825079546381656,0.055538825553883134,0.12107367218732071,0.0004086900408688155,0.18536346577465965,0.05532372553237292,0.9999184139675309,0.8821466982146696,0.8760300236599484,0.7637126263712624,0.9394631639063419,0.9399655839965575,0.9377906502406786,0.9394923639492362,1.0,0.9966659496665946,0.9997144488863515,1.0,left,frame_0069
0.21942472105491911,0.10546912652054062,0.16657006230981009,0.10552696007556876,0.0011230256484568645,0.10652940836273157,0.0,0.26451140284926616,0.10980292711201312,0.4203921115030934,0.22054774670337599,0.1051414030420442,0.27872772062019957,0.21195997917991974,0.27749601507028004,0.31615676748983035,0.27601072308361296,0.4203921115030934,0.22159831908419242,0.42197289534054305,0.6104187798869749,0.6834769533283208,0.8887117809013199,0.9974167678753876,0.27796696130995696,0.3689202475276147,0.6656643964642825,0.6827251171129484,0.9429430517316333,0.9469087964837192,0.1660991160701332,0.052320089449231666,0.21960585422402623,0.10573901644400674,0.11150557890160953,0.0,0.2222503984929724,0.1035798970562713,0.9995652803941454,0.9462340716750517,1.0,0.9459256260482332,0.9452253296623693,0.9977830470572353,0.9442834371830194,0.9994602201530656,0.9438487175771648,0.9999421664449708,0.9445007969859448,1.0,left,frame_0070
