Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,phase
0.99108113987384,-0.1387243155050222,0.0,0.0,-0.0041331303023692005,0.0003365114974761829,-0.0084837937785537,0.11286391678988389,0.0010876658690521998,0.22384132973028087,0.00021753317381529962,0.00023453831642269996,0.3284750924516041,0.14028450517513857,0.33869915162063163,0.2507010656197416,0.0008701326952369002,0.2798042114923774,-0.001957798564289101,0.2796614490389025,0.6497715901674976,0.5298628460714829,0.6536871872960758,0.7520929995411205,0.0032629976071322994,0.279549278539744,0.6621709810746296,0.5303217253862234,0.6676093104198421,0.7525008922653337,0.9876006090928923,-0.1931168102788967,0.6680443767674725,-0.16661398052312232,0.6658690450293683,-0.1656962218936421,-0.0034805307809476008,-0.13906082700249842,0.6700021753317374,0.7800642431040633,0.9915162062214463,0.7801458216489061,0.9889058081357599,0.7794422066996379,0.33260822275397334,0.7794320093815323,0.3347835544920535,0.7793300362004789,0.3291276919730257,0.8068831897211033,middle
0.003436629732772589,-0.003458261871959495,0.0,0.0,-0.008591574331931362,0.000534203053391899,-0.0978254429104708,0.07698147158883281,-0.0929667594951703,0.15446903028087822,0.08455294187355666,0.0015463772598202086,0.08840433726373143,0.081676835268646,0.08449368963678283,0.1532600444232008,-0.0945665698880126,0.2306070233643557,-0.18646678912129022,0.23296876317935203,-0.27427860401730175,0.30893806056175654,-0.7316466196598914,0.695504259566452,-0.08941162528885371,0.23232209632524578,-0.0927297505480823,0.2351336913430991,-0.7252473780885224,0.766131526414934,0.0039106476269485935,-0.07580060168133469,0.005747466966878778,-0.00452666797874339,0.0019553238134741857,-0.0782748052970452,0.005747466966878778,-0.0034020299716039926,-0.5463648752740411,0.9209941799983136,-0.4554126918291155,0.7713329771979629,-0.7300468092670491,0.8468524193775135,-0.8185103987675543,0.9197008462900982,-0.8181548853469223,0.771698484550285,-0.9115956627362686,0.9217251947029548,right
0.0528826355525055,-0.0779197460372181,0.0,0.0,-0.3142415923129741,-0.0388341844246693,-0.5263555250514772,0.07885343273505581,-0.10573095401509941,0.020052717387401095,0.2637954701441312,0.0003734746791349969,0.4731640356897696,0.11786717229392459,0.4736444749485228,0.09812328973734678,0.0007549759780358656,0.3529479361932876,-0.2098146877144837,0.3529982116308633,-0.26231983527796743,0.6665158403539391,-0.3160260809883324,0.8823913870993226,0.20933424845573034,0.3531777667650632,0.2100892244337662,0.6470089705745042,0.26262868908716175,0.8819891835987153,0.00034317089910618215,-0.09795809901388317,0.1038435140700057,-0.0979940100407229,-0.05295126973232911,-0.09790782357630705,0.10700068634179638,-0.0978431837279954,0.3157858613589538,0.9013452270654223,0.36736444749485053,0.9016109686640379,0.31472203157171963,0.8822621074026993,-0.3161290322580639,0.9015750576371978,-0.4729924502402185,0.902005989959277,-0.3158201784488695,0.882463209153002,left
0.055736698760981904,-0.0558183922516194,0.0,0.0,-0.0602631478000686,0.0006700643667892983,-0.0597261114733987,0.22069483644338,0.0574245272162327,0.384231151901562,0.05803828301814361,4.06099616235972e-05,0.1172273581648723,0.11147434465674419,0.11837815029345321,0.21978111230684888,0.11473397521960811,0.3840890170358788,0.0576163259043309,0.38616012507868147,0.409144961448466,0.5539807914881523,0.7647397291802547,0.8858250928952873,0.118186351605355,0.32975288838352007,0.527523111741915,0.5520924282726553,0.8211669032183843,0.8834900201019317,0.0008822739652459,-0.0587423094885171,0.055698339023361396,-0.0576255355438691,-0.0016494687176345987,-0.0577879753903636,0.0570409298400405,-0.004142216085605499,0.9397368521999314,0.8840382545838501,0.9397368521999314,0.8833478852362485,0.8802792588898678,0.9380698085240309,0.8233150485250682,0.9390241426221857,0.8227396524607777,0.9399581717395281,0.7642026928535804,0.9412576905114829,left
-0.04718397180708561,-0.0754491017964071,0.0,0.0,-0.2493963323109033,0.0022965833039806927,-0.2980813156692549,0.2331947868967952,-0.2978529008679729,0.5010355759070096,0.1036024277230318,-0.03830926382529011,0.3509756575083234,0.1546460021134208,0.4509560790967835,0.34700951039098293,0.10017620570384422,0.3466995420922867,-0.04790184689681887,0.38548784783374423,0.2010050251256295,0.5020500176118355,0.6014814331397245,0.7704402958788307,0.20126607061280594,0.3084184572032409,0.4519676303595911,0.4995420922860164,0.6035697970371355,0.7680169073617471,-0.09727207465900589,-0.0770553011623811,0.00016315342948619582,-0.0777034166960196,-0.14977484826730977,-0.07711165903487151,0.04956601187757109,-0.1142374075378654,0.7014944854140825,0.8470306445931666,0.7019186843307451,0.8087495597041217,0.7018860536448471,0.8068333920394506,0.6516021666775427,0.8856357872490318,0.6033413822358535,0.8857625924621346,0.6532337009723935,0.807481507573089,left
-0.040374186550978186,-0.0291081796543054,0.0,0.0,-0.249376355748374,0.030498520677151905,-0.3731290672451209,0.1828131604119859,-0.3749728850325383,0.33436033190220904,0.2494577006507595,-0.0302983115698613,0.33370390455531423,0.12201632816497271,0.4168383947939264,0.3947567459346434,0.04335683297180104,0.30283852023224256,-0.042543383947940494,0.3334482681912224,-0.0006236442516268093,0.6057882677463131,0.08299891540130122,0.8185104442417639,0.20805314533622427,0.2433430471826131,0.3334869848156176,0.48626343069428124,0.4988340563991334,0.6983404889551315,-0.08337852494577158,-0.0596178230596399,0.0006236442516268093,-0.0593842457678018,-0.16626898047722458,-0.030442907036237796,0.08345986984815701,-0.0901942028340709,0.5829175704989173,0.788979600916513,0.6250271149674618,0.7286499232531758,0.5001898047722353,0.7284497141458864,0.043058568329718994,0.9098057971659291,-0.0005422993492412709,0.9093720107668011,0.12486442516268931,0.8192445443018267,left
-0.027117568234714007,0.07875802791057,0.0,0.0,-0.16196487763594103,-0.0004442512917088,-0.3240884406516687,0.183330918924139,-0.37844699908315194,0.4465498092616737,0.1899111361873188,0.0251001979815535,0.3238063333098238,0.1838910618571633,0.27077015304323215,0.4200975421314405,-0.00026447563297815613,0.2100922304312134,-0.10871711686296748,0.2095803756820703,-0.2711227872205381,0.5261770244821093,-0.4872346427815794,0.8158674972234292,0.13419493617321254,0.2357429137090153,-0.053494604697088,0.6312907431551501,-0.3245292333732993,0.8684629871070547,-0.05449961210240517,0.0509150610845526,0.0006700049368780769,0.0515234922014581,-0.08177586571690587,0.0245497126853058,0.1084173778122568,0.024839441788594,-0.513699837788279,0.9995557487082912,-0.43254108188165713,0.9994784876140809,-0.32468791875308595,0.8421362692549131,-0.6214648423725234,0.9213964942778502,-0.6761936666901762,0.8687430585735669,-0.5409055645673188,0.8679704476314647,middle
0.00027039923651972497,-0.027608173566166204,0.0,0.0,-0.14646095116907887,-0.0275776448080758,-0.26747256243041173,0.1955875768307074,-0.31641482424049594,0.38892620181544335,0.1220136790202001,0.027842227378189796,0.14677906791792605,0.27755729230268233,0.02492444727214871,0.41732812309195244,-0.0969619850485125,0.2507021614360727,-0.1707650707809768,0.2496641836610086,-0.39058374423413406,0.4447225953514874,-0.7321775091458563,0.6673586518500424,0.0005248926355974071,0.2783205112549353,-0.19460792110704606,0.5548805307933405,-0.41434706537299193,0.778116986201001,-0.02382694448862721,-0.0818679529450078,0.02476538889772595,-0.0813693165628689,-0.07278511213615424,-0.0831603370374894,0.05015110545570245,-0.0816746041437704,-0.48710036583426064,0.8893128994179182,-0.43814219818673455,0.9168396629625106,-0.41514235724510884,0.7782187487279681,-0.7799586448226499,0.8062543249073959,-0.853220932082074,0.7502747588228106,-0.7806425958326698,0.6947429478568807,right
0.0009780675755765023,-0.0613560875042951,0.0,0.0,-0.31535269709543634,-0.0617340510823503,-0.49937759336099524,0.18728667964723378,-0.6357735625370471,0.46802199060817756,0.22954949614700626,0.06207765433512749,0.04798458802608119,0.3744244645515981,-0.36173681090693555,0.5933570037796361,-0.2240960284528758,0.2818004810445541,-0.3177534084173094,0.2510938036880086,-0.6337581505631301,0.4380254266407056,-0.6811499703615878,0.7191959683885008,0.00011855364552471048,0.3127705875615623,-0.27136929460580866,0.532000916275341,-0.5874036751630114,0.7510136295956935,-0.08909306461173694,-0.0932539228038024,0.04730290456431485,-0.0921887527201921,-0.18117960877297057,-0.0939640361928758,0.1382335506816833,-0.0632688122780893,-0.5442205097806764,0.9060359638071243,-0.4979549496147003,0.8758561447715041,-0.5886484884410192,0.7817890276027946,-0.724866627148784,0.7510594433627305,-0.7265263781861284,0.7505096781582867,-0.7704505038529937,0.7496163097010651,right
0.021710793117432736,0.05709042715873171,0.0,0.0,-0.1780024332309828,-0.027189315934345797,-0.399846474711778,-0.027495157508410698,-0.4217310700422917,0.1950453665001527,0.17797346619546983,0.0293404016719339,0.3333960952436129,0.1946681618921401,0.2889027286947461,0.4190845142216335,-0.13261108858119464,0.16808033438678788,-0.2225247668153641,0.139647262717912,-0.3337726667052892,0.3891935977163828,-0.6214442963907071,0.6683861759608524,-1.4483517756458397e-05,0.22307064940360877,0.044334047853542335,0.4449077377918237,-0.20003186373906529,0.7246304414313386,-0.0006662418168124074,0.0009684983178715051,0.04472510283297648,0.02812723009481101,-0.08836394183419227,-0.0538281170353757,0.11136376803197956,0.001009277194413405,-0.15464051908927634,0.9461718829646243,-0.13235038526157206,0.9181160159037619,-0.2882654539134467,0.7242328473850544,-0.555356004866462,0.835508206748904,-0.6442992874109265,0.8067183199102865,-0.6666039047563871,0.6686002650626975,right
