Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,Nose_left_knee_dist,Nose_right_knee_dist,phase
0.99108113987384,-0.1387243155050222,0.0,0.0,-0.0041331303023692,0.0003365114974761,-0.0084837937785537,0.1128639167898838,0.0010876658690521,0.2238413297302808,0.0002175331738152,0.0002345383164226,0.3284750924516041,0.1402845051751385,0.3386991516206316,0.2507010656197416,0.0008701326952369,0.2798042114923774,-0.0019577985642891,0.2796614490389025,0.6497715901674976,0.5298628460714829,0.6536871872960758,0.7520929995411205,0.0032629976071322,0.279549278539744,0.6621709810746296,0.5303217253862234,0.6676093104198421,0.7525008922653337,0.9876006090928924,-0.1931168102788967,0.6680443767674725,-0.1666139805231223,0.6658690450293683,-0.1656962218936421,-0.0034805307809476,-0.1390608270024984,0.6700021753317374,0.7800642431040633,0.9915162062214464,0.7801458216489061,0.98890580813576,0.7794422066996379,0.3326082227539733,0.7794320093815323,0.3347835544920535,0.7793300362004789,0.3291276919730257,0.8068831897211033,0.7455229690583463,0.7506670376043388,middle
0.0034366297327725,-0.0034582618719594,0.0,0.0,-0.0085915743319313,0.0005342030533918,-0.0978254429104708,0.0769814715888328,-0.0929667594951703,0.1544690302808782,0.0845529418735566,0.0015463772598202,0.0884043372637314,0.081676835268646,0.0844936896367828,0.1532600444232008,-0.0945665698880126,0.2306070233643557,-0.1864667891212902,0.232968763179352,-0.2742786040173017,0.3089380605617565,-0.7316466196598914,0.695504259566452,-0.0894116252888537,0.2323220963252457,-0.0927297505480823,0.2351336913430991,-0.7252473780885224,0.766131526414934,0.0039106476269485,-0.0758006016813346,0.0057474669668787,-0.0045266679787433,0.0019553238134741,-0.0782748052970452,0.0057474669668787,-0.0034020299716039,-0.5463648752740411,0.9209941799983136,-0.4554126918291155,0.7713329771979629,-0.7300468092670491,0.8468524193775135,-0.8185103987675543,0.9197008462900982,-0.8181548853469223,0.771698484550285,-0.9115956627362686,0.9217251947029548,0.257243256151252,0.4179918818912259,right
0.0528826355525055,-0.0779197460372181,0.0,0.0,-0.3142415923129741,-0.0388341844246693,-0.5263555250514772,0.0788534327350558,-0.1057309540150994,0.020052717387401,0.2637954701441312,0.0003734746791349,0.4731640356897696,0.1178671722939245,0.4736444749485228,0.0981232897373467,0.0007549759780358,0.3529479361932876,-0.2098146877144837,0.3529982116308633,-0.2623198352779674,0.6665158403539391,-0.3160260809883324,0.8823913870993226,0.2093342484557303,0.3531777667650632,0.2100892244337662,0.6470089705745042,0.2626286890871617,0.8819891835987153,0.0003431708991061,-0.0979580990138831,0.1038435140700057,-0.0979940100407229,-0.0529512697323291,-0.097907823576307,0.1070006863417963,-0.0978431837279954,0.3157858613589538,0.9013452270654224,0.3673644474948505,0.901610968664038,0.3147220315717196,0.8822621074026993,-0.3161290322580639,0.9015750576371978,-0.4729924502402185,0.902005989959277,-0.3158201784488695,0.882463209153002,0.7417786433674136,0.8084163159555732,left
0.0557366987609819,-0.0558183922516194,0.0,0.0,-0.0602631478000686,0.0006700643667892,-0.0597261114733987,0.22069483644338,0.0574245272162327,0.384231151901562,0.0580382830181436,4.06099616235972e-05,0.1172273581648723,0.1114743446567441,0.1183781502934532,0.2197811123068488,0.1147339752196081,0.3840890170358788,0.0576163259043309,0.3861601250786814,0.409144961448466,0.5539807914881523,0.7647397291802547,0.8858250928952873,0.118186351605355,0.32975288838352,0.527523111741915,0.5520924282726553,0.8211669032183843,0.8834900201019317,0.0008822739652459,-0.0587423094885171,0.0556983390233613,-0.0576255355438691,-0.0016494687176345,-0.0577879753903636,0.0570409298400405,-0.0041422160856054,0.9397368521999314,0.8840382545838501,0.9397368521999314,0.8833478852362485,0.8802792588898678,0.9380698085240308,0.8233150485250682,0.9390241426221856,0.8227396524607777,0.939958171739528,0.7642026928535804,0.9412576905114828,0.7695050260939902,0.7048066718082893,left
-0.0471839718070856,-0.0754491017964071,0.0,0.0,-0.2493963323109033,0.0022965833039806,-0.2980813156692549,0.2331947868967952,-0.2978529008679729,0.5010355759070096,0.1036024277230318,-0.0383092638252901,0.3509756575083234,0.1546460021134208,0.4509560790967835,0.3470095103909829,0.1001762057038442,0.3466995420922867,-0.0479018468968188,0.3854878478337442,0.2010050251256295,0.5020500176118355,0.6014814331397245,0.7704402958788307,0.2012660706128059,0.3084184572032409,0.4519676303595911,0.4995420922860164,0.6035697970371355,0.7680169073617471,-0.0972720746590058,-0.0770553011623811,0.0001631534294861,-0.0777034166960196,-0.1497748482673097,-0.0771116590348715,0.049566011877571,-0.1142374075378654,0.7014944854140825,0.8470306445931666,0.7019186843307451,0.8087495597041217,0.7018860536448471,0.8068333920394506,0.6516021666775427,0.8856357872490318,0.6033413822358535,0.8857625924621346,0.6532337009723935,0.807481507573089,0.7614244514184526,0.6285722004000519,left
-0.0403741865509781,-0.0291081796543054,0.0,0.0,-0.249376355748374,0.0304985206771519,-0.3731290672451209,0.1828131604119859,-0.3749728850325383,0.334360331902209,0.2494577006507595,-0.0302983115698613,0.3337039045553142,0.1220163281649727,0.4168383947939264,0.3947567459346434,0.043356832971801,0.3028385202322425,-0.0425433839479404,0.3334482681912224,-0.0006236442516268,0.6057882677463131,0.0829989154013012,0.8185104442417639,0.2080531453362242,0.2433430471826131,0.3334869848156176,0.4862634306942812,0.4988340563991334,0.6983404889551315,-0.0833785249457715,-0.0596178230596399,0.0006236442516268,-0.0593842457678018,-0.1662689804772245,-0.0304429070362377,0.083459869848157,-0.0901942028340709,0.5829175704989173,0.788979600916513,0.6250271149674618,0.7286499232531758,0.5001898047722353,0.7284497141458864,0.0430585683297189,0.9098057971659292,-0.0005422993492412,0.9093720107668012,0.1248644251626893,0.8192445443018267,0.6366946459715979,0.6361396108835063,left
-0.027117568234714,0.07875802791057,0.0,0.0,-0.161964877635941,-0.0004442512917088,-0.3240884406516687,0.183330918924139,-0.3784469990831519,0.4465498092616737,0.1899111361873188,0.0251001979815535,0.3238063333098238,0.1838910618571633,0.2707701530432321,0.4200975421314405,-0.0002644756329781,0.2100922304312134,-0.1087171168629674,0.2095803756820703,-0.2711227872205381,0.5261770244821093,-0.4872346427815794,0.8158674972234292,0.1341949361732125,0.2357429137090153,-0.053494604697088,0.6312907431551501,-0.3245292333732993,0.8684629871070547,-0.0544996121024051,0.0509150610845526,0.000670004936878,0.0515234922014581,-0.0817758657169058,0.0245497126853058,0.1084173778122568,0.024839441788594,-0.513699837788279,0.9995557487082912,-0.4325410818816571,0.9994784876140808,-0.3246879187530859,0.8421362692549131,-0.6214648423725234,0.9213964942778502,-0.6761936666901762,0.8687430585735669,-0.5409055645673188,0.8679704476314647,0.5531619559117255,0.5096295766391538,middle
0.0002703992365197,-0.0276081735661662,0.0,0.0,-0.1464609511690788,-0.0275776448080758,-0.2674725624304117,0.1955875768307074,-0.3164148242404959,0.3889262018154433,0.1220136790202001,0.0278422273781897,0.146779067917926,0.2775572923026823,0.0249244472721487,0.4173281230919524,-0.0969619850485125,0.2507021614360727,-0.1707650707809768,0.2496641836610086,-0.390583744234134,0.4447225953514874,-0.7321775091458563,0.6673586518500424,0.0005248926355974,0.2783205112549353,-0.194607921107046,0.5548805307933405,-0.4143470653729919,0.778116986201001,-0.0238269444886272,-0.0818679529450078,0.0247653888977259,-0.0813693165628689,-0.0727851121361542,-0.0831603370374894,0.0501511054557024,-0.0816746041437704,-0.4871003658342606,0.8893128994179182,-0.4381421981867345,0.9168396629625106,-0.4151423572451088,0.7782187487279681,-0.7799586448226499,0.8062543249073959,-0.853220932082074,0.7502747588228106,-0.7806425958326698,0.6947429478568807,0.6142236159953036,0.6130769256255859,right
0.0009780675755765,-0.0613560875042951,0.0,0.0,-0.3153526970954363,-0.0617340510823503,-0.4993775933609952,0.1872866796472337,-0.6357735625370471,0.4680219906081775,0.2295494961470062,0.0620776543351274,0.0479845880260811,0.3744244645515981,-0.3617368109069355,0.5933570037796361,-0.2240960284528758,0.2818004810445541,-0.3177534084173094,0.2510938036880086,-0.6337581505631301,0.4380254266407056,-0.6811499703615878,0.7191959683885008,0.0001185536455247,0.3127705875615623,-0.2713692946058086,0.532000916275341,-0.5874036751630114,0.7510136295956935,-0.0890930646117369,-0.0932539228038024,0.0473029045643148,-0.0921887527201921,-0.1811796087729705,-0.0939640361928758,0.1382335506816833,-0.0632688122780893,-0.5442205097806764,0.9060359638071244,-0.4979549496147003,0.8758561447715041,-0.5886484884410192,0.7817890276027946,-0.724866627148784,0.7510594433627305,-0.7265263781861284,0.7505096781582867,-0.7704505038529937,0.7496163097010651,0.65287488818418,0.8076335575536602,right
0.0217107931174327,0.0570904271587317,0.0,0.0,-0.1780024332309828,-0.0271893159343457,-0.399846474711778,-0.0274951575084106,-0.4217310700422917,0.1950453665001527,0.1779734661954698,0.0293404016719339,0.3333960952436129,0.1946681618921401,0.2889027286947461,0.4190845142216335,-0.1326110885811946,0.1680803343867878,-0.2225247668153641,0.139647262717912,-0.3337726667052892,0.3891935977163828,-0.6214442963907071,0.6683861759608524,-1.4483517756458396e-05,0.2230706494036087,0.0443340478535423,0.4449077377918237,-0.2000318637390652,0.7246304414313386,-0.0006662418168124,0.0009684983178715,0.0447251028329764,0.028127230094811,-0.0883639418341922,-0.0538281170353757,0.1113637680319795,0.0010092771944134,-0.1546405190892763,0.9461718829646244,-0.132350385261572,0.918116015903762,-0.2882654539134467,0.7242328473850544,-0.555356004866462,0.835508206748904,-0.6442992874109265,0.8067183199102865,-0.6666039047563871,0.6686002650626975,0.3884766120135665,0.48647816611023464,right
