Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,Nose_left_knee_dist,Nose_right_knee_dist,phase,img_name
0.0037501990226458,-0.0167206066109416,0.0,0.0,-0.0186505652243137,-4.811908697921474e-05,-0.0412374921921885,0.0169674109602862,-0.9773371382380678,-0.8475012999914627,0.015177160773555,0.0001474617181619,0.0226628617619322,0.0213384867323259,0.0113681735232518,0.0128540051378766,0.0038947200823034,0.0508292781360839,-0.0035615867922449,0.0508106513927371,1.7146566400172425e-05,0.105830946781842,4.4091170742999175e-05,0.1398278578469036,0.0150914279415546,0.0507687412202069,0.0151624637166406,0.1015731836984952,0.0188465259831718,0.1440390540718836,0.0001396220406864,-0.0168478893571446,0.003835931854646,-0.016931709702205,-0.0036522186432166,-0.0168696205577157,0.0076449191049492,-0.0167997702701654,0.0151257210743546,0.152490938865476,0.0188097833408857,0.1524987000085372,0.0225746794204459,0.1523714172623345,-0.9773371382380678,-0.8475012999914627,-0.9773371382380678,-0.8475012999914627,0.0001543190976007,0.14819902675266,0.11884300825550825,0.12260839661142858,right,frame_0054
0.0418800758368935,0.1983897807361,0.0,0.0,-0.0853731005404806,-7.341425215290007e-05,-0.1737174226774951,0.1311423257635086,-0.2182291519284657,0.331367462803447,0.0422196440193551,0.0011256851996865,-0.0872407255440165,0.2657840642130001,-0.1745097484365723,0.3971711041503526,-0.3035739551204055,0.0680060689115109,-0.3483120631596822,0.0649960845732184,-0.7382778233679502,0.2676928347689913,-0.8686437080845532,0.5987421691464389,-0.2189082882933873,0.1323414252153479,-0.4784798664365149,0.5316415426781531,-0.7383627154135665,0.7342648786217704,0.0872124281954773,0.130628425998433,0.0852882084948629,0.0670761550509005,0.0441438637199681,-0.0019577133907588,-0.0009338125017686,0.064237470634299,-0.6954356376807503,0.9980422866092412,-0.6941905543450576,0.9334377447141752,-0.7819406321627667,0.7337509788566975,-0.868756897478707,0.7999461628817554,-0.9108350547553706,0.7324050509005496,-0.9127875718045226,0.599818911511355,0.6179249196789751,0.7832300179321531,right,frame_0057
0.1121683788304098,-0.0391031733924751,0.0,0.0,4.7577047368463354e-05,-5.215321048646082e-05,-0.0337687243129691,0.1031016818106551,-0.0672885840704725,0.2025721963411915,-0.0280594786287563,-0.010671850695789,-0.8654264916319293,-0.5163624178749914,-0.8654264916319293,-0.5163624178749914,-0.0731039631680458,0.1919681448190349,-0.0674459543040758,0.1955041324900159,-0.0337760438587181,0.3307165459971759,-0.0113599350024338,0.4835984672171438,-0.067387397938084,0.1920437669742403,-0.0280484993101327,0.3307426226024191,-0.8654264916319293,-0.5163624178749914,0.1010682877020651,-0.0498480385829451,0.1345735083680707,-0.049863684546091,0.0617733063486078,-0.0569043679617612,-0.8654264916319293,-0.5163624178749914,-0.8654264916319293,-0.5163624178749914,-0.8654264916319293,-0.5163624178749914,-0.8654264916319293,-0.5163624178749914,-0.8654264916319293,-0.5163624178749914,-0.8654264916319293,-0.5163624178749914,-3.659772874420319e-06,0.4836375821250086,0.3955334192335417,0.3975756523776362,right,frame_0059
0.0032359467455628,-0.060818855546107,0.0,0.0,-0.1464497041420095,-0.000218685457418,-0.284485946745562,0.0671121370428863,-0.146542159763314,0.1344915563115042,0.2797707100591744,0.0001943870732597,0.4264053254437877,0.0713643542704402,0.2770894970414228,0.1350747175312837,-0.1442307692307698,0.2675981047260343,-0.2792159763313582,0.2677924917992941,-0.2901257396449683,0.4664803790547914,-0.5674001479289948,0.7999271048475273,-0.137943786982248,0.2677195966468224,-0.2833764792899396,0.5316972421333972,-0.42825443786982,0.86441501640141,-0.001017011834318,-0.0653140566152357,0.1368343195266256,-0.0639776454865751,-0.1364644970414181,-0.067622403110194,0.2816198224852067,-0.0643664196330947,-0.1427514792899401,0.9297047746324876,-0.2829142011834328,0.93101688737699,-0.5648113905325426,0.932377596889806,-0.4237241124260361,0.7981290244198752,-0.4247411242603541,0.7985906937188666,-0.5735946745562123,0.9321832098165462,0.6581960260950411,0.6034116023516533,right,frame_0061
0.0029824355615798,-0.0054438134452938,0.0,0.0,-0.0001629152710259,-0.005154659048412,-0.0003605857998704,0.0154369894015273,-0.0002519756191867,0.0209251398543433,0.0030019853941027,-1.927695979286881e-06,0.0030736681133544,0.020757430304152,0.0030997345567184,0.0210022476935115,-0.0034646647638163,0.0313231319662111,-0.0035493807047496,0.0263959410433461,-0.0101832905409221,0.0523967044109539,-0.0202623153083876,0.0733179888733387,-0.0033951542481786,0.0314195167651719,-0.0100898857855339,0.0576438928663683,-0.0201232942771123,0.0733469043130269,0.0029824355615798,-0.01049052151887,0.0030237074302396,-0.0054842950608574,6.299390479680422e-05,-0.0106196771494776,0.0029585413218293,-0.0002602389571936,-0.9969002654432816,-0.9212401253773465,-0.9969002654432816,-0.9212401253773465,-0.0202275600505688,0.0736052155742411,-0.0233968051229249,0.0787598746226535,-0.0233815996976292,0.0786442128639007,-0.0234467658060395,0.0786499959518383,0.064427822197159,0.059319995361471575,middle,frame_0062
-1.542489809924774e-05,0.0053222865206009,0.0,0.0,-0.00010411806217,-0.0050639792428898,-0.0148985234516296,0.0105751770561453,-0.0147828367158849,0.0106349347099441,0.002805403341804,-0.0050543409116318,0.0028960246181372,0.0263955339828283,-0.0001118305112197,0.0314980665507497,0.0,0.052634926999279,-2.699357167379457e-05,0.0526811909893171,0.0117229225554428,0.0841002232237518,0.0176672926604477,0.0947197366036834,0.0027899784437047,0.0526638419930527,0.0147635555932608,0.0893454030942899,0.0176017368435256,0.0947679282599727,0.0028979527303996,-0.0103149421121824,-0.0001195429602693,-0.0104036147597549,0.0057496307665015,-0.020787952856994,5.784336787217903e-06,-0.0155736156464812,-0.9794366827214148,-0.8999599045419673,-0.9794366827214148,-0.8999599045419673,0.0205633172785851,0.1000400954580327,-0.9794366827214148,-0.8999599045419673,-0.9794366827214148,-0.8999599045419673,0.0205594610540603,0.0999803378042341,0.08531296726242577,0.07964767486967668,middle,frame_0064
0.0029076506073574,-0.0055875596676525,0.0,0.0,-0.0055214331997848,-0.0002010486378455,-0.0084035300667137,0.0107988996070593,-0.0082812371660904,0.021456467993455,0.0084783660208261,0.0103669436227772,0.0139103611291101,0.0213270802562276,0.0113549870862343,0.021808800754828,0.0056966588484386,0.0268688565707073,8.213702280635005e-05,0.0217411210153554,0.0139596433427939,0.0541019893862244,0.0167650789884368,0.0705183073695272,0.0111067507506408,0.0269365363101804,0.0142224818157755,0.0540920364833608,0.0168088854006002,0.065097956469984,0.0028820968669287,-0.0109561554723049,0.0029459812180006,-0.0108665793465322,-0.0026174331267742,-0.0109521743111595,0.0084035300667132,0.0050998674273338,-0.9802396575798784,-0.9133042443158972,-0.9802396575798784,-0.9133042443158972,-0.9802396575798784,-0.9133042443158972,0.0197603424201215,0.0866957556841028,0.0196599527255799,0.0812953105902868,0.0196818559316618,0.0866300665252027,0.060742732915329334,0.060704108672142765,middle,frame_0065
-0.0100791569160215,-0.1363907475249023,0.0,0.0,-0.0502243302811851,0.0164824850888613,-0.0481878196771948,0.1444684973810893,-0.9337819938957036,-0.8555315026189106,0.0662180061042964,-0.0165339550092342,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.0220626344803755,-0.1570301855944775,0.0019946286378411,-0.1652699143177206,-0.034097155690974,-0.1362590450815949,0.0341194054854904,-0.1487541251627356,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,-0.9337819938957036,-0.8555315026189106,1.1706367313054438,1.1706367313054438,left,frame_0066
-0.0102130231662904,-0.0087615177078398,0.0,0.0,-0.0103328982935522,-0.0042675967129247,-0.0308838848996172,0.0135403793455483,-0.9766243501839492,-0.7557098034235211,0.0078256509134991,-3.419287713524177e-05,0.0233756498160507,0.0311920451085461,0.0181720562636441,0.0311073770318303,0.0052863242740379,0.0889698663058503,-0.0024515307716076,0.088932416964226,-0.0050583926940331,0.1643635321567726,-0.0025342614932387,0.2220778522965401,0.0130123606451647,0.0890154568086973,0.0155635059591443,0.1600373190830446,0.0181484189146068,0.2221755462312122,-0.0077344782814972,-0.0132847468831565,-0.0076669429985327,-0.0177233079817573,-0.0077074641683115,-0.0177167950527792,8.779586785356841e-05,-0.0221618690803582,0.0104291360717765,0.2354195873082553,0.0155820781619597,0.2442901965764788,0.0207232015776241,0.2266483002069482,-0.0076686313806068,0.2354358696307005,-0.0128317037632348,0.2354537801853904,-0.0024751681206448,0.2221706615344785,0.1707556053419917,0.1732017699272443,left,frame_0067
0.0028141945226174,-0.064516380655226,0.0,0.0,-0.2617887294941303,-0.0003744149765989,-0.4190747477520754,0.1061622464898596,-0.2607934655775932,0.0204992199687989,0.2116137003226029,0.0208658346333856,0.4237421923261719,0.1270592823712948,0.3692772324799227,0.105748829953198,-0.1039879195552192,0.3819188767550705,-0.3124785503466236,0.3612480499219969,-0.3664630379573054,0.6377769110764432,-0.4718580547738353,0.8505616224648981,0.0027798750772186,0.3823244929797191,0.0526460292401687,0.6374336973478937,0.1062873223968706,0.8298673946957881,0.0015786944882967,-0.085117004680187,0.0537442514928981,-0.0857488299531979,-0.0512732514242568,-0.0857176287051479,0.106561877960053,-0.0855460218408736,0.1587960738554481,0.8929875195007801,0.2641567712265792,0.8935023400936041,0.1070423501956202,0.8510530421216848,-0.4190404283066766,0.914251170046802,-0.5762578076738281,0.8936973478939158,-0.4721326103370138,0.8717472698907958,0.7037166501937432,0.7934617457945495,left,frame_0068
